file_name,lat,lon
0.png,20.82488495242425,-98.4995168750031
1.png,-3.451751519941929,-54.56393669442629
2.png,-23.49646370724957,-47.46054192877304
3.png,-16.54867768215992,-72.85277757778933
4.png,-35.01086956822798,140.0643972281242
5.png,-14.22366709242555,-43.75370355089348
6.png,38.06349662047413,32.59794981072594
7.png,-22.81322953983346,22.03515411702966
8.png,-11.71737961430426,-57.05230862800925
9.png,-27.07860659183209,146.7192057259385
10.png,46.7190546579335,9.459717887642416
11.png,16.22639439804119,-14.07406777202994
12.png,16.5252514,79.2460586
13.png,-25.51086251841673,-63.008730038517
14.png,26.33348412344797,-102.6598057146028
15.png,2.253234337809251,99.64904229444545
16.png,55.60493951660946,124.9186252497191
17.png,-28.64395624575814,134.3537936567247
18.png,0.000271324835484745,40.3844865637608
19.png,-10.78139947889749,-38.35723400463867
20.png,44.08487931922483,111.1884431217673
21.png,-24.09338219413188,-50.35383822161381
22.png,-39.7186849620437,-70.57281280568168
23.png,54.43463977836075,36.36091837481211
24.png,-7.119905294909245,111.5604725471281
25.png,-14.94045156452811,143.5541589000059
26.png,46.9643159314459,91.45170001556727
27.png,41.84265812329956,33.7320402191934
28.png,-32.36562311268825,-66.93578980593111
29.png,-33.0749917723431,-64.7252775072923
30.png,46.4669077884451,19.61027161389356
31.png,-8.709749020628824,-69.55795020808074
32.png,-33.91484880968488,-57.762511569757
33.png,37.41052792894094,40.84768713349357
34.png,1.215827406976527,34.73411179362103
35.png,-28.30400068200142,24.5541366152796
36.png,12.20986266277137,105.3137641877571
37.png,-32.31093667642137,125.1562394626713
38.png,50.07412766656213,18.8225930819204
39.png,-31.88003045957366,141.791938216418
40.png,42.297219589617,24.92379085803208
41.png,-37.78817006174393,144.2142406438771
42.png,-18.10151080032248,135.6636376147324
43.png,8.872528611649233,11.41777784339812
44.png,0.6142448904224134,39.23578177903842
45.png,-47.6670838613972,-67.99612515659021
46.png,51.21399068953726,34.1192187183625
47.png,-25.86926098045765,143.3897193135586
48.png,65.78097231034039,45.03256738982653
49.png,-21.97059912955327,133.4859637989699
50.png,-0.9080529278841009,-60.5168680692468
51.png,-33.74513013463434,24.63639356689605
52.png,-18.22216564537471,142.8091744216797
53.png,-11.55804734801942,-51.02835866714529
54.png,-36.49550657532221,-60.79786055747833
55.png,-10.05753479347067,-67.96381212404177
56.png,-38.34482905151659,-68.53479239160133
57.png,-34.69906512816399,150.6869225038963
58.png,47.4430215258415,109.7139336608407
59.png,-0.6317656,114.5728442
60.png,61.31526073847985,13.17819543331686
61.png,-24.94086411122146,-51.87221319988299
62.png,-13.32046326833171,-46.5715053907102
63.png,45.28486938348586,19.13481545480892
64.png,7.008317747589803,-1.13548735601492
65.png,53.94779354523629,-7.368339320735456
66.png,-31.56551477474678,23.26475000882004
67.png,62.26787275556486,71.57408110450928
68.png,52.76738239539897,15.70489912632489
69.png,-10.13769629313637,-38.29619024534587
70.png,19.16703740973859,-90.22266794451431
71.png,-17.28613568228925,-47.72384442988324
72.png,45.70617390876957,113.6875534036896
73.png,74.11044158150301,-57.04101478294642
74.png,-28.92102236880561,-56.0991908934472
75.png,54.1277246435334,50.38180425151062
76.png,-33.26757067616727,-66.05035469103291
77.png,61.48971356815598,152.2130579558122
78.png,52.87308703803595,18.63809217419215
79.png,-38.93490392060695,-63.62099336374509
80.png,-32.06710472457407,122.4329056974668
81.png,-16.71038830315668,-40.89586266705386
82.png,45.44176052619399,27.09637794140569
83.png,-37.27810852212018,-60.85006381798199
84.png,-29.34606998222358,145.8624103436561
85.png,6.454779667963582,-74.02551717393999
86.png,-5.481198587486859,-36.91136417375711
87.png,15.67148647575855,80.21530466132546
88.png,-27.95519636400872,119.4579991013228
89.png,-28.78416214286889,-49.9823408134981
90.png,-1.109477491138055,-60.45898496403088
91.png,-5.592944878082931,-45.15258464512348
92.png,-51.01029846337148,-71.1768602034787
93.png,62.10722963876746,117.6362565563643
94.png,51.28653149691419,19.49078377633696
95.png,9.17636331292987,0.01882895933701239
96.png,58.75447370325499,68.94844178903203
97.png,-22.77372311845919,29.35571294905196
98.png,-9.939063734872136,-57.13010689916126
99.png,46.17534471890626,100.7293925711094
100.png,12.73521980970118,104.9939208254518
101.png,52.49800048628735,43.17354650613942
102.png,53.84231103739958,20.14755769944897
103.png,-31.99212348237651,145.9754652379449
104.png,61.29312378162685,48.96903981454742
105.png,47.52462720821041,118.9518713772025
106.png,11.16299267186056,105.9523423863123
107.png,-28.02818617046273,118.5398960647079
108.png,46.13844488053991,113.3814387556653
109.png,48.64588869585457,89.97346669292297
